"","Row.names","Log2FoldChange","logCPM","LR","PValue","P.Adjust","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name","col"
"584","ENSG00000221990",0.35215564124857,5.86206241953061,3.9358667046782,0.0472667783229944,0.283231164063177,"chr5",441498,443160,0.553217077570655,0.553217077570655,".",1663,1662,"7","antisense",55.32,"EXOC3-AS1","not"
"1033","ENSG00000229820",-0.891726015503313,3.83985376725424,3.92028790709509,0.0477067094674049,0.283231164063177,"chr1",28453541,28453934,0.436548223350254,0.436548223350254,".",394,393,"3","processed_pseudogene",43.65,"RP1-308E4.1","not"
"2147","ENSG00000254452",-0.674101863137206,4.05092379736754,3.92907366277572,0.0474580791929489,0.283231164063177,"chr11",66276779,66277492,0.603641456582633,0.59930194195138,".",714,587,"8","antisense",60.36,"RP11-867G23.4","not"
"2164","ENSG00000254676",0.439399499623803,5.32622486215619,3.93072073676257,0.047411620577195,0.283231164063177,"chr11",83180144,83184520,0.353438428147133,0.390058059878226,".",4377,903,"2","sense_overlapping",35.34,"RP11-727A23.4","not"
"2295","ENSG00000257285",-0.544705981182246,5.01005395249291,3.91826833593171,0.0477640558180732,0.283231164063177,"chr14",22929609,22955562,0.457386144717577,0.421515088313022,"0.47737789203084835",25954,985,"3","antisense",45.74,"RP11-298I3.1","not"
"2415","ENSG00000259421",0.473002951663591,4.68478296051498,3.92910289998019,0.0474572540877233,0.283231164063177,"chr22",39070414,39070671,0.558139534883721,0.558139534883721,".",258,257,"7","unprocessed_pseudogene",55.81,"CTA-150C2.20","not"
"2540","ENSG00000260563",0.234153198574628,8.27482454584646,3.93456526934595,0.0473033653474652,0.283231164063177,"chr17",82293716,82294910,0.473640167364017,0.473640167364017,".",1195,1194,"5","lincRNA",47.36,"RP13-516M14.1","not"
"3520","ENSG00000274767",0.523749986229151,8.52184789774322,3.92289633002389,0.0476327499602969,0.283231164063177,"chr17",36183235,36196471,0.462567046913953,0.569571647511299,"0.46208869814020026",13237,1397,"7","antisense",46.26,"AC131056.3","not"
"3627","ENSG00000276768",-0.624490621087765,4.88228075866145,3.92130940834141,0.0476777312882248,0.283231164063177,"chr20",5049857,5050321,0.406451612903226,0.406451612903226,".",465,464,"2","lincRNA",40.65,"RP5-1116H23.5","not"
"3659","ENSG00000277511",0.43053191210092,5.80590152532661,3.92711499113375,0.0475133894824459,0.283231164063177,"chr17",32127595,32128454,0.383720930232558,0.383720930232558,".",860,859,"1","lincRNA",38.37,"CTD-2095E4.5","not"
"1357","ENSG00000234709",-0.336986235306864,8.17979488165846,3.91419353013197,0.0478799827176201,0.283418081750264,"chr9",99998301,99999069,0.522756827048114,0.522756827048114,".",769,768,"6","transcribed_processed_pseudogene",52.28,"UPF3AP3","not"
"2603","ENSG00000261208",-0.418002776019489,7.94532634250605,3.91192305505686,0.047944705752544,0.283418081750264,"chr14",52286797,52289268,0.398867313915858,0.406409748848899,"0.5028901734104047",2472,1946,"2","processed_pseudogene",39.89,"RP11-452D12.1","not"
"225","ENSG00000198106",0.350010067960815,6.88110643195527,3.90510816035507,0.0481395287715032,0.28393301323666,"chr16",29291220,29372110,0.504258817420974,0.536441641421947,"0.503981617512451",80891,4807,"7","lincRNA",50.43,"RP11-231C14.7","not"
"2047","ENSG00000251495",0.438674576450457,5.11387804023656,3.9036538022546,0.0481812137694411,0.28393301323666,"chr5",82009602,82010094,0.486815415821501,0.486815415821501,".",493,492,"5","processed_pseudogene",48.68,"PPIAP11","not"
"348","ENSG00000206875",-0.707447839270345,4.2851080874766,3.89831175615524,0.0483346554173252,0.284396323902869,"chr6",42018408,42018514,0.448598130841121,0.448598130841121,".",107,106,"4","snRNA",44.86,"RNU6-761P","not"
"293","ENSG00000203993",0.204651214081654,8.87819320962,3.88669505306495,0.0486701095333433,0.284447006081653,"chr9",137615332,137618906,0.567832167832168,0.604523416183272,"0.5005767012687428",3575,2385,"8","antisense",56.78,"ARRDC1-AS1","not"
"503","ENSG00000215210",0.585422681782645,4.1213764602597,3.8831326133801,0.0487734733813466,0.284447006081653,"chr9",30689105,30690272,0.481164383561644,0.481164383561644,".",1168,1167,"5","processed_pseudogene",48.12,"RBMXP2","not"
"1386","ENSG00000235217",0.316844235552083,6.37897640224667,3.88248537478813,0.0487922778124804,0.284447006081653,"chr20",32186477,32190527,0.559861762527771,0.559861762527771,".",4051,4050,"7","transcribed_processed_pseudogene",55.99,"TSPY26P","not"
"1976","ENSG00000250057",-0.770430041412444,3.86821562516791,3.88936133389535,0.0485928989713677,0.284447006081653,"chr4",83233512,83247213,0.401401255291198,0.466980554742878,"0.39555921052631576",13702,391,"4","lincRNA",40.14,"RP11-576N17.5","not"
"3045","ENSG00000269899",-0.623492022564217,4.06055819790432,3.88627659156623,0.0486822391578331,0.284447006081653,"chr8",11846154,11846391,0.491596638655462,0.491596638655462,".",238,237,"5","sense_intronic",49.16,"RP11-589N15.2","not"
"3446","ENSG00000273619",0.576661672596276,4.78769973289068,3.89462129857341,0.0484409590139225,0.284447006081653,"chr20",62386303,62386970,0.657185628742515,0.657185628742515,".",668,667,"8","antisense",65.72,"RP5-908M14.9","not"
"277","ENSG00000202343",-0.604709049575458,4.7612135525982,3.8737225489821,0.0490476217441342,0.284685393914913,"chr6",149594625,149594759,0.414814814814815,0.414814814814815,".",135,134,"2","snoRNA",41.48,"SNORA2","not"
"887","ENSG00000227598",-0.38436649443284,6.42491795964346,3.86495029116972,0.0493046542658289,0.284685393914913,"chr6",166969626,166999065,0.437873641304348,0.540197373648251,"0.46924128503075874",29440,382,"7","antisense",43.79,"RP1-167A14.2","not"
"1013","ENSG00000229512",0.461817967692537,5.04347408039204,3.86061012733703,0.0494323493774908,0.284685393914913,"chr11",1763009,1763749,0.676113360323887,0.738344405594406,".",741,250,"8","sense_intronic",67.61,"AC068580.5","not"
"1275","ENSG00000233527",-0.319961811382825,6.09016015276851,3.86285893783084,0.0493661419433134,0.284685393914913,"chr19",36573070,36594708,0.421969591940478,0.513955506540935,"0.41579724420203357",21639,1861,"6","antisense",42.2,"ZNF529-AS1","not"
"1599","ENSG00000239280",-0.531962662826555,5.34770103836522,3.86840584845075,0.04920323492748,0.284685393914913,"chr3",113740823,113741254,0.372685185185185,0.372685185185185,".",432,431,"1","processed_pseudogene",37.27,"RP11-271C24.3","not"
"1935","ENSG00000249042",0.788213771720165,4.00737554861581,3.87265554242006,0.0490788099579245,0.284685393914913,"chr5",80482293,80488063,0.415699185583088,0.447194899805212,"0.4010439321444106",5771,1258,"4","antisense",41.57,"CTD-2015H6.3","not"
"2020","ENSG00000251023",-0.362822780052716,6.91454165277931,3.86079878252633,0.0494267915607447,0.284685393914913,"chr5",93860669,93863825,0.363953120050681,0.363953120050681,".",3157,3156,"1","sense_intronic",36.4,"RP11-549J18.1","not"
"3102","ENSG00000270419",0.416322234557316,5.34624636140046,3.86619376272051,0.0492681334268277,0.284685393914913,"chr6",163413065,163413960,0.609375,0.609375,".",896,895,"8","lincRNA",60.94,"CAHM","not"
"211","ENSG00000196951",-0.72695762071097,4.13267285891083,3.84875102977963,0.0497830490433872,0.284698928801536,"chr4",140283724,140373381,0.408530192509313,0.411577865726654,"0.4106608732569453",89658,2403,"2","antisense",40.85,"SCOC-AS1","not"
"1905","ENSG00000248472",-0.606290370560725,4.29856716686586,3.84753079598804,0.0498192828915085,0.284698928801536,"chr15",101976558,101979093,0.575315457413249,0.561201111240933,"0.5910262096911539",2536,1889,"7","transcribed_unprocessed_pseudogene",57.53,"DDX11L9","not"
"2036","ENSG00000251333",-0.382955639240679,6.612848543113,3.85051921045095,0.0497305937524519,0.284698928801536,"chr4",145375543,145376253,0.50210970464135,0.50210970464135,".",711,710,"6","processed_pseudogene",50.21,"RTN3P1","not"
"2403","ENSG00000259315",-0.378474141343344,6.31784450753142,3.8453501125872,0.0498841059147128,0.284698928801536,"chr15",82725873,82738904,0.441144874155924,0.519607392436989,".",13032,2093,"6","transcribed_processed_pseudogene",44.11,"ACTG1P17","not"
"3147","ENSG00000271461",-0.45848953953627,6.5539591768725,3.84649973937789,0.0498499209949948,0.284698928801536,"chr20",1756756,1758940,0.40091533180778,0.40091533180778,".",2185,2184,"2","processed_pseudogene",40.09,"RP4-673D20.6","not"
"3153","ENSG00000271581",0.740398547018427,4.57189430989834,3.85608370105328,0.0495658968439254,0.284698928801536,"chr6",31356647,31357637,0.649848637739657,0.649848637739657,".",991,990,"8","unprocessed_pseudogene",64.98,"XXbac-BPG248L24.12","not"
"267","ENSG00000201185",0.98657562080493,5.15689882121537,3.8339815131425,0.0502234954820204,0.28600273295124,"chr6",4427963,4428081,0.605042016806723,0.605042016806723,".",119,118,"8","rRNA",60.5,"RNA5SP202","not"
"876","ENSG00000227372",0.193105921987138,9.7515107341099,3.82825573312861,0.0503953517362719,0.28600273295124,"chr1",3735601,3747336,0.54464894342195,0.5405008656441,"0.5312360641005949",11736,9588,"7","unitary_pseudogene",54.46,"TP73-AS1","not"
"2586","ENSG00000261064",0.392678523000905,5.42211358763995,3.82609540360016,0.0504603542716067,0.28600273295124,"chr15",32536047,32587613,0.390346539453526,0.593005876040675,"0.38872736751348425",51567,904,"8","lincRNA",39.03,"RP11-1000B6.3","not"
"2916","ENSG00000267474",-0.287336474393164,6.67244432097077,3.83067121872671,0.0503227765482168,0.28600273295124,"chr19",14458401,14459366,0.461697722567288,0.445455980369138,".",966,887,"4","sense_intronic",46.17,"CTC-548K16.6","not"
"3141","ENSG00000271327",-0.5036742763472,5.55594904709225,3.82515177738136,0.0504887750092824,0.28600273295124,"chr12",89367807,89369301,0.385284280936455,0.385284280936455,".",1495,1494,"1","lincRNA",38.53,"RP11-1109F11.3","not"
"1039","ENSG00000229994",-0.5390204231984,5.60876578224802,3.81970874205777,0.050653042446031,0.286080556221937,"chr1",35350722,35351607,0.427765237020316,0.427765237020316,".",886,885,"3","processed_pseudogene",42.78,"RPL5P4","not"
"1087","ENSG00000230562",-0.285069731983478,8.10094257523056,3.82201471131569,0.0505833808568151,0.286080556221937,"chr2",157379724,157380414,0.377713458755427,0.377713458755427,".",691,690,"1","processed_pseudogene",37.77,"FAM133DP","not"
"1005","ENSG00000229331",-0.480701571367518,5.8553797789861,3.80958250829889,0.0509601510225686,0.287388032695524,"chrX",30671635,30672166,0.475563909774436,0.455844746586685,".",532,395,"4","sense_intronic",47.56,"GK-IT1","not"
"3648","ENSG00000277283",0.286869575061413,6.68326449133581,3.80314010183986,0.051156560595937,0.28806827677801,"chr12",120116907,120119000,0.524832855778415,0.524832855778415,".",2094,2093,"6","antisense",52.48,"RP1-267D11.6","not"
"1837","ENSG00000246067",0.263686196061949,7.00073057664068,3.79680869171247,0.0513503662913781,0.288731867268533,"chr11",83072066,83106719,0.400444393143649,0.432199413603661,"0.5123189788583389",34654,2504,"3","lincRNA",40.04,"RAB30-AS1","not"
"272","ENSG00000201616",-0.632864673138772,4.25876749464868,3.79075414897278,0.0515364234490346,0.288923223495252,"chr11",3048359,3048521,0.460122699386503,0.460122699386503,".",163,162,"4","snRNA",46.01,"RNU1-91P","not"
"2799","ENSG00000265874",0.402692318788861,5.01909874332706,3.7931601638108,0.0514624009628847,0.288923223495252,"chr11",65649192,65649253,0.661290322580645,0.661290322580645,".",62,61,"8","miRNA",66.13,"MIR4489","not"
"2840","ENSG00000266896",-0.41377977207465,5.58566711668173,3.78642395494694,0.0516699283349429,0.289245062740969,"chr6",169770413,169772042,0.40920245398773,0.40920245398773,".",1630,1629,"2","sense_intronic",40.92,"RP1-266L20.9","not"
"544","ENSG00000218418",-0.736396737884425,4.12005844863068,3.77435988799965,0.0520438105962127,0.290909594229713,"chr6",80064286,80070199,0.443692932025702,0.443692932025702,".",5914,5913,"4","processed_pseudogene",44.37,"RP11-296E7.1","not"
"743","ENSG00000225470",-0.245351562276462,10.4959296455278,3.76814536682355,0.0522375233104774,0.291011355341866,"chrX",73944324,74070408,0.389403973509934,0.433819968136306,"0.38622474479610835",126085,4639,"3","lincRNA",38.94,"JPX","not"
"955","ENSG00000228506",-0.32193220440126,6.94770428637619,3.76641164744026,0.0522917010519585,0.291011355341866,"chr6",99424922,99431373,0.429479231246125,0.454224188997328,".",6452,1636,"4","antisense",42.95,"RP11-98I9.4","not"
"1040","ENSG00000230002",0.682852425582096,4.92778747232825,3.76879588950152,0.0522172101760084,0.291011355341866,"chr2",73456764,73459484,0.371554575523705,0.352632218154033,".",2721,2105,"1","sense_intronic",37.16,"ALMS1-IT1","not"
"3142","ENSG00000271335",-0.31935645237739,6.47658018235356,3.76027397487667,0.052483978203593,0.291654387648914,"chr10",35314552,35336401,0.423798627002288,0.495504968212738,"0.41794244779854384",21850,1407,"5","antisense",42.38,"RP11-324I22.4","not"
"2073","ENSG00000252274",-0.709323264558705,3.85068812668877,3.75611760257246,0.0526146112627241,0.29195348526951,"chr17",72818836,72818972,0.313868613138686,0.313868613138686,".",137,136,"1","scaRNA",31.39,"SCARNA24","not"
"3430","ENSG00000273419",0.663027465244253,4.08911337750418,3.74526813340543,0.0529572300129117,0.293426284663378,"chr7",149858400,149862492,0.549719032494503,0.549719032494503,".",4093,4092,"7","antisense",54.97,"RP4-751H13.7","not"
"455","ENSG00000214018",-0.753110281729126,3.94553869060152,3.73969297088857,0.0531342077920993,0.293978346168514,"chrX",44309314,44310476,0.482373172828891,0.482373172828891,".",1163,1162,"5","processed_pseudogene",48.24,"RRM2P3","not"
"1313","ENSG00000234072",0.226504130201651,8.21014638756526,3.73580983705692,0.0532578437882935,0.294234104998988,"chr2",27356246,27367622,0.493451700799859,0.544820868005203,"0.5281553398058253",11377,3408,"7","antisense",49.35,"AC074117.10","not"
"3427","ENSG00000273382",0.305569772497878,6.76294931677212,3.73029951258057,0.0534338114167987,0.294777818861033,"chr1",109087971,109090858,0.496883656509695,0.496883656509695,".",2888,2887,"5","antisense",49.69,"RP5-1065J22.8","not"
"81","ENSG00000173295",-0.332486912216898,6.17845484585546,3.71825014851926,0.0538207468297242,0.294802411537761,"chr8",8228595,8244865,0.525782066252843,0.545493626537703,"0.5252532077506398",16271,5137,"7","transcribed_unprocessed_pseudogene",52.58,"FAM86B3P","not"
"244","ENSG00000199562",-0.5747836622178,4.59099096325514,3.7169442314711,0.0538628610275086,0.294802411537761,"chr1",10298966,10299072,0.457943925233645,0.457943925233645,".",107,106,"4","snRNA",45.79,"RNU6-37P","not"
"1466","ENSG00000236499",0.637058830998919,4.03758226401819,3.71328095706002,0.0539811834859989,0.294802411537761,"chr22",20206397,20208524,0.610902255639098,0.610902255639098,".",2128,2127,"8","lincRNA",61.09,"LINC00896","not"
"2175","ENSG00000254789",0.658191179425432,6.47720243206095,3.72426470957896,0.0536272344961478,0.294802411537761,"chr11",15571819,15622403,0.446239003657211,0.452278014159929,"0.45095923261390886",50585,848,"4","lincRNA",44.62,"RP11-531H8.2","not"
"2239","ENSG00000255920",-0.745939423769216,4.32601304119771,3.71536539501807,0.0539138231569889,0.294802411537761,"chr12",4252735,4275065,0.450181362231875,0.478665845113181,".",22331,493,"5","antisense",45.02,"CCND2-AS2","not"
"2430","ENSG00000259583",0.645142217407591,4.8514134865766,3.71936600902441,0.0537847893548797,0.294802411537761,"chr15",100892859,100919283,0.482081362346263,0.501737444598421,"0.43104352385946515",26425,6788,"6","antisense",48.21,"RP11-66B24.4","not"
"2522","ENSG00000260352",0.607723058038621,4.1033467462769,3.71709067203471,0.0538581367644372,0.294802411537761,"chr16",18926863,18937043,0.46527845987624,0.533478394038693,".",10181,461,"6","antisense",46.53,"CTD-2288F12.1","not"
"382","ENSG00000210194",-0.627385199364124,4.37039209573128,3.70826286949136,0.0541437130942408,0.2949248537096,"chrM",14674,14742,0.391304347826087,0.391304347826087,".",69,68,"2","Mt_tRNA",39.13,"MT-TE","not"
"2215","ENSG00000255358",-0.477520676853895,5.93004167087943,3.70779828507472,0.0541587866059723,0.2949248537096,"chr11",130285023,130285833,0.44636251541307,0.403922408159238,".",811,508,"2","processed_pseudogene",44.64,"RP11-567O18.1","not"
"1000","ENSG00000229204",-0.747492107088092,4.01265565976354,3.69854985371484,0.0544597805299245,0.296139664941692,"chr4",169791221,169791702,0.377593360995851,0.377593360995851,".",482,481,"1","processed_pseudogene",37.76,"PTGES3P3","not"
"3067","ENSG00000270015",0.3446884975189,7.12699546372813,3.6914741779058,0.0546912580383048,0.296973531147995,"chr15",30926514,30928407,0.511615628299894,0.511615628299894,".",1894,1893,"6","sense_intronic",51.16,"RP11-540B6.6","not"
"3104","ENSG00000270441",0.243597928066787,7.85954273592397,3.68196772471306,0.0550039004445826,0.298245114964135,"chr3",49140086,49160851,0.500626023307329,0.563629872297651,"0.4891988282103482",20766,1785,"7","unprocessed_pseudogene",50.06,"RP11-694I15.7","not"
"240","ENSG00000199218",-0.954754923662284,4.14737193781575,3.67098429088935,0.0553674776755346,0.29978886416625,"chr20",53097652,53097984,0.498498498498498,0.498498498498499,".",333,332,"5","misc_RNA",49.85,"RN7SKP184","not"
"46","ENSG00000154874",-0.430960387013175,8.18924156149645,3.65426622704564,0.055925784671797,0.300128066157041,"chr17",18537800,18625617,0.383361042155367,0.393823371769794,"0.3821052005595608",87818,9739,"2","transcribed_unprocessed_pseudogene",38.34,"CCDC144B","not"
"687","ENSG00000224769",-0.71895339195619,3.99910722868084,3.66320169580291,0.0556266418092729,0.300128066157041,"chr3",195614947,195620233,0.560431246453565,0.599407496426942,".",5287,1678,"8","unprocessed_pseudogene",56.04,"MUC20P1","not"
